PageNumber,ReportText,IsTableOfContents,IsCoverPage,DocumentBegin,IsAttatchment
11,"Ninth, members of the Committee met with the leaders of the Department of Veterans
Affairs, to include Hershel Gober, Deputy Secretary; R. John Vogel, Under Secretary for
Benefits: Dr. Kenneth Kizer, Under Secretary for Health; Harold F. Gracey, Jr., Chief of
Staff, Alfonso R. Batres, Director, Readjustment and Counseling Services; and Ed Scott,
Assistant Secretary for Congressional Affairs, to discuss the need for an institutionalized
research program to provide accurate data on minonity veterans; the need to share
consistently and openly with the Committee and Center those significant Departmental
changes being contemplated; the importance of visible and genuine support by the
leadership for systemic changes that will improve the quality of service provided to
minority veterans; funding support for the Committee; and support for additional full time
personne] for the Center.

Tenth, members of the Committee, acting in the capacity of facilitators, have shared
individual minority veteran issues, problems, and concerns with the Center for Minority
Veterans. This has created a positive, closer working relationship among the Director, his
staff and the members and resulted in some successes. The Center has compiled a listing
of concerns advanced by Committee members on behalf of individual minority veterans. A
copy of these concems can be provided by the Center.

Eleventh, the Chairman, Vice Chairwoman, and the four Chairs of the Subcommittees
met in a one day working session in February in Washington, DC, to discuss the status of
the Committee's work, review the progress of the Subcommittees, reassess the operational
plans in light of the funding constraints, and establish revised objectives for each
Subcommittee. This meeting was supported by the Department of Veterans Affairs.

Twelfih, a member of the Committee presented testimony on March 27, 1996, before
the Joint Committee on Veterans Affairs on behalf of Navajo veterans; discussed a one-
stop Vet Center on the Navajo Nation and the importance of establishing a Vet Center in
Chinle, Navajo Nation with the key DVA leaders on March 29, 1996; and on May 10,
[996 he provided testimony before the Subcommittee on VA, HUD and Independent

Agencies regarding the FY 1997 Budget Proposal for the Department of Veterans Affairs,
the Department of Housing and Urban Development, and Independent Agencies. An
outline of the data and testimony 1s at Annex F.

Thineenth, a member of the Committee was an active participant, facilitator and leader
across a wide range of organizations and focus groups involving the needs and issues of
minority veterans He was a participant at the 54th World Veterans Federation Executive
Council meeting in Morocco in 1995 and the World Veterans Federation 9th Standing
Committee on African Affairs in Ghana in 1996, speaker at the National Coalition for
Hiomeless Veterans in Washington, DC; panel moderator at the Chicago Homeless
Veterans Conterence, and Cochair of the Veterans Committee for the National
Association of Black Social Workers. A summary outline is at Annex F.

10 : |
",0,0,0,0
12,", Finally, the initiative, competence, dedication and plain caring by each and every
member of the Committee in carrying out their duties and responsibilities created a
synergy that accounted for the successes accomplished this fiscal year.

D. SUMMARY OF SUBCOMMITTEES' REPORTS
A brief summary of each Subcommittee's report ts outlined below:
1. Subcommittee on Health Care (See Annex B)

The Subcommittee developed a strategic plan during the September 1995 meeting 7
to achieve the goals and objectives outlined in the Committee's First Annual Report. The
following health care needs and issues were identified for action:

a. Ensure cultural sensitivity and awareness in the delivery of health care, An
important step was taken in this regard in the transmittal of the Committee's letter to the
Secretary dated September 28, 1995. See Annex G.

b. Ensure that health care services are accessible to minority veterans through
decentralization, improved transportation for minority veterans, use of alternative health
care services, and sharing working agreements with the Indian Health Services.

c. Ensure appropriation of research resources to minority veterans by ethnic
groups which may be statistically small but significant.

d. Incorporation of alternative healing practices of Native Americans, Asian
Americans, Pacific Americans, and Hispanic Americans into the medical practices
authorized by VA.

e Amendment of Public Law 103-446, Section 5125, to permit the acceptance of
reports or evaluations conducted by the Indian Health Service for the purposes of
establishing any compensation or pension claim, including the original compensation claim.

! Review and incorporation of models of minority health care delivery systems that
work within the VA medical services accorded for minority veterans.

2. Subcommittee on Benefits and Compensation (See Annex C)

This Subcommittee began to develop a working plan at the September 1995

meetin Major activities included:
| Ti)
",0,0,0,0
13,"a a
a, Three members of the group visited a Washington, DC, Outreach Clinic,
discussed minority veterans needs and concerns with the staff, and gained valuable insights

in the strength of such clinics, particularly in reaching out to the minority veterans.

b. Based on our September 1995 meeting, a letter was forwarded to the Secretary ,
regarding ethnic representation on the Rating Panels and Merit Review Boards. See
Annex G.

c. Public Law 102-547, Native American Veterans Direct Home Loan Program,
expires in September 1997. Recent statistics compiled by the Center for Minority
Veterans clearly suggest that it is a success and must be extended for an indefinite period.

d. Native American veterans continue to have the most pressing service needs,
such as counseling, benefit claims, health care services, and dissemination of veteran
information. Establishment of community-based Vet Centers on Native American
reservations or trust lands would be an excellent solution.

e. Title 38, U.S.C., Section 2408 should be amended to allow tnbal governments
the authority for grants-in-aid for the purposes of establishing, expanding or improving
Native American cemeteries on tribal or trust lands.

f. Consistent with the findings of the Subcommittees on Health Care; Outreach and
Rehabilitation; and Labor benefits and compensation counselors should be representative
of the veteran population they serve. This has particular importance in alleviating the
insensitivities, unequal treatment, and inappropriateness of service suffered by minority -
veterans.

3. Subcommittee on Labor, Employment and Transition (See Annex D)

This Subcommittee began to develop a working plan at the September 1995
meeting One of the primary concerns was related to the services available in the local vet
centers and the medical centers.

a. Members visited a local vet center where they were provided an onentation of

: services and a tour of the facility. This was an opportunity to explore issues and concerns
of the staftas well as of the veterans.

b The Vice Chairwoman represented the Advisory Committee at the Veterans Day
Observance at the Department of Labor.

c Part C of Title IV of the Job Training Partnership Act, special programs for
veterans, 1s the major law that addresses the empioyment needs of veterans. The law
excludes veterans preference over nonveterans completely. The impact is especially felt by

nunority veterans.
12 |
",0,0,0,0
14,"d. The principal factor that contributes to the problem of minority veterans not |
, receiving their earned employment, labor and transition service benefits is one of
alienation. Minority veterans and our professional civil servants within VA and the
Department of Labor tend to keep a thin wall between each other that serves to altenate
both groups from enjoying a caring and supportive relationship, particularly when it comes
time to be passionate about minority veterans employment needs.
4. Subcommittee on Outreach and Rehabilitation (See Annex E)

This Subcommittee began to develop a working plan at the September 1995
meeting. The group identified the following priority concerns:

a. The Native American veterans continue to have the most pressing service needs.
There is an immediate need for outreach, collaboration among various organizations
whose purpose is to serve minority groups, and more and better inclusion of health care
services within minority communities.

b. There remains a critical need to hire counselors at all levels of services who are
more representative of the population served.

c. Title 38, USC Chapter 12, outlines the Department's responsibilities for
outreach while Chapter 11 covers rehabilitation. No specific reference is made to
minorities tn either Chapter. This significant deficiency must be corrected which would
then ensure a proactive approach to services.

d. Efforts to conduct Town Hall meetings continue.

e. Perhaps the one single factor that can speed up the flow, availability and
umeliness of information is the establishment of a web page for the Center for Minority
Veterans. The network would provide, eventually, an accessible tool for minority
veterans, local minority organizations, veterans organizations, and social agencies.

LE. FINDINGS
First, the Commuttee believes much good has already resulted just from the knowledge
bv a number of our veterans that first, there is an Advisory Committee on Minority
Veterans and, second, a Center for Minority Veterans. There is a healthy attitude of
accountability and concern for their welfare. But the Committee's term ends in 1997: it
must be made permanent.
13
",0,0,0,0
15,"Second, fiscal restrictions affected the Committee's ability to have met all its goals and
objectives. A separate budget line account would permit the Committee to fulfill its
statutory requirements in a sustained manner. Alternatively, funding for the Committee
could be kept with the Secretary if it is set aside and not subject to restrictions. ,

Third, there is a substantial and compelling need for specific research on all the ethnic
groups of our minority veterans. Without solid, valid and dependable knowledge
regarding the needs and concerns of all our minority veterans, proper and culturally
appropriate solutions are just impossible.

Fourth, there is a supportive network of competent, committed and courageous
minority organizations in our local, regional and national communities who are dedicated
to improving the lives of all Native Americans, African Americans, Hispanic Americans,
Asian Americans, and Pacific Americans. They represent a significant resource and ally
whose capabilities must be teamed with the Department of Veterans Affairs, the Advisory
Committee on Minority Veterans, and the Center for Minority Veterans. They represent
an opportunity for genuine partnerships and collaboration and must be recognized as
valuable organizations who should present testimony to the Senate and House Veterans
Affairs Committees, as well as to other appropnate oversight committees. In this regard,
the Secretary's initiative to host a conference of minority veterans and organizations in
1996 is a giant, positive step to building solid bridges of understanding and support.

Fifth, we need to do much more in reaching out to our minority veterans who live in
rural areas, reservations, Pacific Islands, and foreign countnes. Policies and programs
must be leveled to account for all our veterans in an equitable manner. Within our great -
country, our Native American veterans legitimate and compelling needs remain invisible
and unattended. Similarly, our minority veterans who live outside our forty-eight
contiguous states, particularly Alaskan Native, Native Hawaiian, American Samoan,
Chamorro, and Filipino veterans, fall between the cracks when policies, programs, and
prionties are decided. In this regard, the Native American Veterans Direct Home Loan
Program, established by Public Law 102-547, must be made a full benefit immediately to
preclude its termination in 1997. Similarly, Public Law 103-446, Section 5125, must be

amended to permit the acceptance of reports or evaluations by the Indian Health Service

, for the purposes of establishing any compensation or pension claims. And Section 2408,
38 USC, must be amended to allow Native American tribal governments, the
Government of American Samoa, the Government of Guam and the statutorily recognized
Native Hawaian governing entity to be eligible for grants-in-aid for the purposes of
establishing, expanding or improving veterans’ cemeteries.

Sixth, it 1s essential that we acknowledge the diversity of our country by recognizing
the specific ethnicity of all our minority veterans. Ethnic identifiers must be a standard
entry on the Department of Veterans Affairs initial application form that registers the

: 14 | |
",0,0,0,0
16,"veteran for health, benefits, and compensation. Additionally, a collaborative effort with
the Department of Defense Manpower Management Files would produce, at minimal cost,
a detailed and accurate ethnicity data base. This significant change will provide an
important, systemic instrument in providing better and more appropriate care for our
minority veterans. The Office of Management and Budget Directive #15, which provides
the Federal standards for racial and ethnic classification for all Federal agencies, 1s
currently undergoing a major reevaluation process that will account for the dramatic
changes in our country’s racial and ethnic diversity and which will continue. The
Department of Veterans Affairs should not hesitate or wait for the outcome of the
reevaluation; rather, it is within their authority to act now.

Seventh, the Subcommittees are unanimous in their point of view that a primary
inhibiting factor that reduces the number of our minority veterans who access VA's
services and apply for their earned benefits, as well as creates walls of frustration with the
VA system, is the absence of genuine sensitivity to the cultures of our minonty veterans.
Far too many of our VA's regional and district offices are seldom representative of the
minority veteran population they serve. Where there is a sizeable number of minority
veterans who utilize a VISN health care facility or a regional benefits and compensation
facility, they are seldom assisted through the initial service process by someone who
speaks their language or can get someone who does or can access a support system, by
someone who appreciates the strength of our country's multiculturalism, or by someone
who understands the major contributions of all veterans, particularly minority veterans.
The alienation that has been a major disruptive factor, and has been reported over such a
long period, in providing quality service to our minority veterans can be reduced and must
be eliminated. Much can be leamed and gained from a partnership with the Department of
Defense's excellent cultural sensitivity and equal opportunity programs.

Eighth, the programs that provide for our homeless minority veterans and that
support, treat and nurture hope for our minonty veterans who suffer from drug and
alcohol abuse must not be diminished. Focused research on alternative solutions
consistent with cultural values and traditions must be initiated. Dedicated research on
defining the scope of the concerns ts also necessary, as the recent survey that suggests that
50° o of minority veterans who abuse alcohol are also homeless. In this regard, recent non-
binding guidelines to VISN Directors under VHA Dhrective 10-96 place in harm's way the
VAMC Tuskegee Inpatient Alcohol Treatment Unit, as well as other treatment units
around the country that serve our Native American and other minority veterans. There is
sufficient extant literature today that clearly recommends more be done, not less.

Ninth, a consistent comment heard from nearly all minority veterans and support
organizations 1s the absence of timely, accurate information and their inability to respond
to such information when necessary. The Committee is unanimous in their belief that
current information technology ts already within the capabilities of VA to correct this
deficiency immediately.

15
",0,0,0,0
17,"F. RECOMMENDATIONS Lo
Based on the its research, collaboration, partnerships, concerns, findings and body of
anecdotal evidence gained from actual discussions with minority veterans, minonty
community organizations, veterans organizations, and concerned leaders. the Advisory
Committee on Minority Veterans recommends that the Secretary of Veterans Affairs:
1. Establish a separate budget line item for the Advisory Committee on Minonty
Veterans.

2. Appropriate $125,000.00 for the fiscal year 1997 budget for the Advisory
Committee on Minority Veterans.

3. Recognize the appropnate regional and national minority organizations that
serve our country’s diverse population proups and invite them as genuine partners,
consultants, advisors and expert witnesses in enriching the Department's commitment to
serve the needs of our minomty veterans.

4. Authonze an assessment be conducted and a report submitted in FY '97 by the
Department of Veterans Affairs to determine the validity of the Commuttee's concern
regarding ethnic representation on the Rating Panels and the Ment Review Boards, as well
as among the counselors who advise our minority veteran populations.

5. Establish and fund an intra-agency task force, chaired by the Director of the
Center for Minonty Veterans, to conduct a needs assessment for health care, benefits and
compensation research of all our minonty veterans by ethnic groups and submit a report
by | July 1997,

6. Instruct the Under Secretary for Health and the Under Secretary for Benefits
restructure their organizations’ internal minority advisory panels to mirror that of the
Federal Advisory Committee on Minority Veterans.

7. Direct ethnic identifiers be included immediately on all appropnate Department
arpiicauion forms, particulariv the ital application form completed by ail veterans, and be
correlated with Department of Defense Manpower Files and the revisions to the Office of
\fanavement and Budget Directive #15.
8. Direct the Director. Center for Minonty Veterans, to establish a Secretary's
Task Force by | October 1996 to assess and recommend changes to current VA cultural
sensitivity policy and programs for implementation immediately upon approval of the
Secretary of Veterans Affairs.

16 |
",0,0,0,0
18,"9. Authorize and fund a five-member Minonty Veterans Review Commission
(MVRC), chaired by the Chairman, Advisory Committee on Minority Veterans, with
consultative authority and staff support, to conduct a senes of focus meetings with
minority veterans and organizations across the country, to include the Pacific, to
determine the blueprint of needs and concerns, as well as recommendations, of all our
minonty veterans and followed by a conference on the west coast, in the Midwest. and on
the east coast to report the findings to our minority veterans. Their report would be |
presented to you for concurrence and advocacy by 1 March 1998.
10. Charge the Under Secretary for Health to take the lead in forming and funding
a Reassessment Panel, cochaired by the Director, Center for Minority Veterans and
including two members of the Advisory Committee on Minority Veterans, to review all
programs for homeless minonty veterans and drug/alcohol treatment for minority veterans
with the purpose to implement effective, culturally appropriate, coherent and networked
programs and policies by ! July 1997. Their report would be included in our Committee's
Fiscal Year 1997 Report.
11. Inform the Under Secretary for Health to establish a Minority Health Review
Panel, cochaired by a member of the Advisory Committee on Minority Veterans, to
collaborate with the Bureau of Primary Health Care, Health Resources and Administration
Agency, and others in determining and tmplementing the best models for health care
delivery system for minority veterans, to include native alternative healing methods. Their
report would be made a part of our Committee's Fiscal Year 1997 Report.
12. Request the United States Congress take action to make permanent the
Advisory Commuttee on Minority Veterans.
13. Submut a formal request to the Congress to change the expiration date of
Public Law 102-547, Native American Veterans Direct Home Loan Program, from its
current expirauon date of 1997 to a permanent benefit without expiration.
14. Establish an immediate Department policy that accepts without qualification
the reports or evaluations by the Indian Health Service regarding establishment of benefit
anu compensation claims, including the onginal clam. If necessary, seek amendment to
Puchic Law 103-146, Section 5125.
15. Submit a request to Congress to amend Section 2408 of 38 U.S.C. to permit
(mogi vovermments, the Government of Amencan Samoa, the Government of Guam and
ine statuloriv recogmzed Native Hawatian government to be eligible for grants-in-aid for
_ the purpose of establishing, expanding, or improving veterans cemeteries.
16. Approve the addition of three full time staff members to the Center for
\iinonty Veterans effective | October1996 and the funding to establish a worldwide web
sive tor the Center immediately.
17
",0,0,0,0
19,"Annex A, Biographical Sketches

Armstead, Ron - African American male; Vietnam theatre Navy veteran (Medic)
recommended by Representatives Rangel, Kennedy, and Evans. Ron is the Executive
Director of the Congressional Black Caucus (CBC) Veterans Braintrust. He is a
community planner and former Vet Center counselor. He resides in Boston, MA, and
works with the Veterans Benefits Clearinghouse. ,

Begay, Richard K, - Native American/Navajo Indian, male Vietnam combat veteran
who resides in Arizona. He is a Navajo veteran advocate recommended by the Anzona
VVA and the Navajo Nation. He has worked as staff assistant in the Office of the
Speaker, Legislative Branch Navajo Nation and served as a Council Delegate in the
legislative branch. He currently serves on the staff of the President, Navajo Nation.

Bowles, Joyce G. - African American female Vietnam Army Nurse from Maryland
recommended by Mr. Gene Brickhouse. She has a Ph.D. in Health Education, is a
Professor of Nursing at Bowie State University, 1s active in many professional
organizations, and has extensive experience in academia.

Cooper, David E.K. - Pacific Amencan and Native Hawaiian male Vietnam Infantry
combat veteran recommended by Senator Daniel K. Akaka. He is a retired Army
Brigadier General who currently is CEO of Hana Environmental Engineering, Inc. and
President, Pacific American Foundation, a national 501 (c)(3) organization with offices in
Washington, DC, and Honolulu, HI. He has broad and extenstve qualifications in
academia and the corporate, military, and community establishments. He resides in
Alexandria, VA.

Cota, Abel - Hispanic/Mexican American male Vietnam veteran recommended by the
American GI Forum of the United States. He has been involved with veterans programs
and services since 1973. He is presently Commander of the American GI Forum, San Jose
Chapter, and a member since 1971.

Grace, Horace R. - African American male Vietnam Army veteran recommended by
Representative Chet Edwards. He is a businessman and community leader in Central
Texas and has served on several State level advisory boards. He is CEO of the largest
privately held commercial and residential landscaping maintenance firm in Killeen, TX.

Jordan, Cleveland - African American male peacetime disabled Army veteran who isa
former National Commander of Disabled American Veterans and a National Service
Oificer He was the Acting Chief of the DC Office of Veterans Affairs and recently retired
as a Provram Analyst with the District Government, Commission on Social Services. He
resides in South Carolina.
18 .
",0,0,0,1
20,"Kaulukukui, Thomas K. - Pacific American and Native Hawaiian male Vietnam
Army combat Infantry veteran recommended by Senator Daniel K. Akaka. He is currently
Vice President for Community Affairs, The Queen's Health Systems in Hawan. He ts a
former State judge and member of the Native American Veterans Coordinating
Committee. He is active in various local veterans activities and resides in Oahu, Hawaii.

Kielly, Archibald - Hispanic/Cuban American male retired Air Force combat disabled
veteran who served in Vietnam and E] Salvador. He is the President, Falcon International,
Inc, as well as a consultant, and has more than ten years of direct experience in South and
Central American affairs. He resides in Virgima.

LaBarre, Richard D. - Caucasian male Vietnam Army veteran living in South
Carolina who founded the first VVA chapter in South Carolina. He is the State Council
President of VVA and was the Chairman of the South Carolina Joint Veterans Council.
He currently serves as the Executive Director, Vietnam Veterans of South Carolina, Inc.

Lopez, Thomas - Hispanic/Puerto Rican male Korean Conflict Army combat veteran
recommended by Maryann Musumeci, Director of VAMC Bronx and resides in New York
City. He has been a volunteer at the VAMC since 1980 and is an advocate and VAVS
service representative.

Pocklington, Dorothy B.- Caucasian female Vietnam Army Nurse who resides in
Maryland. She ts a retired Brigadier General from the Army Reserves and has extensive
background in academia and health care administration. She works for the Office for
Defense Medical Information Systems, Department of Defense.

Shanahan, Christina A. - Hispanic female Navy Persian Gulf War Nurse who resides
in North Carolina and was recommended by Representative Bob Stump. She was a
former staffer on the House Committee of Veterans Affairs Minority Staff and worked as
the Associate Legislative Director at PVA. She ts currently the Director of Public Policy

| and Regulatory Affairs for Blue Cross Blue Shield of North Carolina.

Sogi, Francis Y. - Asian American male WWII veteran recommended by Senator
Damel K. Akaka. Hes a Life Partner of Kelley, Drye & Warren, an international law
firm, livin in New York, and a national spokesman for the Asian American community.
He is Chairman Emeritus of the Japanese American National Museum, the first national
ethnic museum of its kind, in Los Angeles. He is a member of veterans organizations and
a member of the Board of Governors of the National Japanese American Memorial
Foundation which will establish a memonal in Washington, DC.

Wallis, LaVonne - African American male Vietnam Air Force combat veteran
recommended by the Director, Department of Military Affairs, PA. He is the Director of
the Utah Department of Veterans Affairs and a specialist in employment and transition
assistance programs.

, 19
",0,0,0,1
21,"Annex B, Report of The Subcommittee on Health Care
1. GOALS AND OBJECTIVES

The Subcommittee on Health Care, at the September 1995 meeting of the Advisory
Committee on Minonty Veterans, approved and accepted a Strategic Plan to guide and
focus their actions for FY '96 and '97 (See enclosed Strawman Strategic Plan).

This Strategic Plan was based upon the goals agreed upon at the June 1995 meeting by
all the members of the Advisory Committee. In addition, the Subcommittee members
reviewed available data and identified categories of health care needs/issues which affected
our minonty veterans (see enclosed Report).

Our concerns focused on the comments, studies, research reports, papers, and —
testimonies of other leaders, organizations and minority veterans who argued passionately
about health care needs, concerns and solutions over the years. We see the annual report
as one vehicle, among others, to provide continuous advice and consultation to the
Secretary and the United States Congress.

Finally, the lack of funding for the entire fiscal year restricted our accomplishments but
not our enthusiasm to make a difference in spite of being unable to fulfill our plans for two
subcommittee meetings. |
2. SPECIFIC | , |

The following concerns reflect the input from our enclosed Report, as well as from
comments from Subcommittee members and reports from other members of the Advisory
Committee contained in Annex F:

a There is a need to ensure cultural sensitivity and awareness in the delivery of health
care services. On September 28, 1995, the Chairman submitted a letter to the Secretary
requesting that one of the criteria utilized to select Directors of VISNs be ""demonstrated
excellence and commitment to our nation’s minority veterans"" (see enclosed Report, item
|, accountability)

b Health care services must be accessible to minority veterans.

c Decentralization of VA health care services can help meet the unique needs of our
nunority veterans in transportation, use of alternative health care services, and sharing
avreements with the Indian Health Services.

20 |
",0,0,0,0
